id,key,value,type
248843901,created_by,JOSM,regular
249035398,created_by,JOSM,regular
249045298,name,Kirrawee,regular
249045298,place,suburb,regular
249072872,created_by,JOSM,regular
249087547,created_by,JOSM,regular
249361542,highway,crossing,regular
249375502,created_by,JOSM,regular
249663017,amenity,parking,regular
249663017,created_by,Potlatch 0.7b,regular
249663168,highway,turning_circle,regular
249764539,highway,turning_circle,regular
249764659,highway,turning_circle,regular
249765268,highway,turning_circle,regular
250276824,highway,turning_circle,regular
250932062,created_by,Merkaartor 0.13,regular
251088800,amenity,telephone,regular
251088800,operator,Telstra,regular
251088800,coins,yes,payment
251088800,telephone_cards,yes,payment
251132370,created_by,JOSM,regular
251132457,created_by,JOSM,regular
251263896,created_by,JOSM,regular
251263940,created_by,JOSM,regular
251264018,created_by,JOSM,regular
251264247,created_by,JOSM,regular
251267917,created_by,JOSM,regular
251268530,created_by,JOSM,regular
251681793,highway,turning_circle,regular
251681793,source,nearmap,regular
251838601,highway,turning_circle,regular
251839109,highway,turning_circle,regular
252055375,created_by,JOSM,regular
252158519,amenity,parking,regular
252354555,created_by,JOSM,regular
252354582,created_by,JOSM,regular
252354629,created_by,JOSM,regular
252354662,created_by,JOSM,regular
252354773,created_by,JOSM,regular
252355087,created_by,JOSM,regular
252355212,created_by,JOSM,regular
252355240,created_by,JOSM,regular
252355269,created_by,JOSM,regular
252355337,created_by,JOSM,regular
252355375,created_by,JOSM,regular
252355424,created_by,JOSM,regular
252532390,highway,turning_circle,regular
252532390,source,nearmap,regular
252586734,highway,turning_circle,regular
252586734,source,Bing,regular
252590815,created_by,JOSM,regular
252699334,highway,turning_circle,regular
252699334,source,nearmap,regular
252699982,highway,turning_circle,regular
252705374,highway,turning_circle,regular
252772401,highway,turning_circle,regular
252772401,source,nearmap,regular
252941797,highway,turning_circle,regular
253086805,highway,traffic_signals,regular
253101435,highway,turning_circle,regular
253101435,source,Yahoo,regular
253433645,created_by,JOSM,regular
253491269,created_by,JOSM,regular
253731826,created_by,JOSM,regular
253744640,created_by,JOSM,regular
253744822,created_by,JOSM,regular
253744943,created_by,JOSM,regular
253747286,created_by,JOSM,regular
253747324,created_by,JOSM,regular
253747357,created_by,JOSM,regular
253747403,created_by,JOSM,regular
253971722,amenity,parking,regular
253971722,created_by,Potlatch 0.8,regular
253996490,highway,turning_circle,regular
253996490,source,bing,regular
254018644,highway,turning_circle,regular
254019354,highway,turning_circle,regular
254242405,highway,turning_circle,regular
254242675,highway,turning_circle,regular
254252889,highway,turning_circle,regular
254253300,highway,turning_circle,regular
254302449,highway,turning_circle,regular
254817517,source,Yahoo Imagery,regular
254817664,created_by,JOSM,regular
254817664,source,survey,regular
254844482,created_by,JOSM,regular
254848226,source,survey,regular
254866759,source,survey,regular
254872379,created_by,JOSM,regular
254872379,source,survey,regular
255375253,highway,turning_circle,regular
255468680,highway,turning_circle,regular
255469077,highway,turning_circle,regular
255509180,highway,turning_circle,regular
255631110,created_by,Potlatch 0.8a,regular
255631110,name,Dutch Garden,regular
255631110,tourism,attraction,regular
255637650,power,tower,regular
255637650,source,nearmap,regular
255690551,created_by,JOSM,regular
255783435,power,tower,regular
255783435,source,nearmap,regular
255988712,source,survey,regular
255989152,created_by,JOSM,regular
255989152,source,survey,regular
255989317,created_by,JOSM,regular
255989317,source,survey,regular
255989477,source,survey,regular
256221514,created_by,JOSM,regular
256221514,source,survey,regular
256221618,source,survey,regular
256221767,created_by,JOSM,regular
256221767,source,survey,regular
256221964,created_by,JOSM,regular
256221964,source,survey,regular
256404444,created_by,JOSM,regular
256552917,source,survey,regular
257161428,highway,turning_circle,regular
257315550,highway,bus_stop,regular
257316310,highway,turning_circle,regular
257316310,source,survey,regular
257317032,created_by,JOSM,regular
257317480,created_by,JOSM,regular
257893214,created_by,JOSM,regular
258771230,created_by,JOSM,regular
258771262,created_by,JOSM,regular
258808842,created_by,JOSM,regular
258987522,created_by,JOSM,regular
260133582,created_by,JOSM,regular
260133654,created_by,JOSM,regular
260133711,created_by,JOSM,regular
260133903,created_by,JOSM,regular
260134128,created_by,JOSM,regular
260134188,created_by,JOSM,regular
260134215,created_by,JOSM,regular
260140470,created_by,JOSM,regular
260140540,created_by,JOSM,regular
260140601,created_by,JOSM,regular
260140686,created_by,JOSM,regular
261462926,created_by,JOSM,regular
261480780,created_by,JOSM,regular
261481001,created_by,JOSM,regular
261681070,created_by,JOSM,regular
261689200,created_by,JOSM,regular
262072649,created_by,JOSM,regular
262075328,created_by,JOSM,regular
262075453,created_by,JOSM,regular
262075492,created_by,JOSM,regular
262075549,created_by,JOSM,regular
262075593,created_by,JOSM,regular
262075869,created_by,JOSM,regular
263543181,highway,turning_circle,regular
263543181,source,nearmap,regular
263894169,highway,turning_circle,regular
263894169,source,nearmap,regular
263897412,highway,turning_circle,regular
263897412,source,nearmap,regular
264661560,amenity,kindergarten,regular
264661560,created_by,Potlatch 0.10f,regular
265084326,amenity,telephone,regular
265508167,highway,turning_circle,regular
265853270,created_by,Merkaartor 0.10,regular
265866720,created_by,Merkaartor 0.10,regular
265869015,created_by,Merkaartor 0.10,regular
267609723,information,board,regular
267609723,tourism,information,regular
267687921,created_by,JOSM,regular
268173298,highway,turning_circle,regular
268964261,created_by,JOSM,regular
268964292,created_by,JOSM,regular
268964317,created_by,JOSM,regular
271641606,created_by,JOSM,regular
271864411,created_by,JOSM,regular
271868720,created_by,JOSM,regular
272189804,highway,traffic_signals,regular
272853960,highway,traffic_signals,regular
272855200,highway,traffic_signals,regular
273093128,power,tower,regular
273093128,source,nearmap,regular
274527329,amenity,fuel,regular
274527329,name,Budget Petrol,regular
276641048,barrier,bollard,regular
276641048,bicycle,yes,regular
276641048,foot,yes,regular
277187008,highway,turning_circle,regular
277369744,amenity,bicycle_parking,regular
278889771,highway,turning_circle,regular
278889771,source,nearmap,regular
279227896,highway,turning_circle,regular
279227896,source,nearmap,regular
286632179,power,station,regular
287133499,highway,turning_circle,regular
287135580,highway,turning_circle,regular
287747530,barrier,gate,regular
287747530,bicycle,yes,regular
287747530,foot,yes,regular
288304891,highway,crossing,regular
288310395,highway,turning_circle,regular
288323545,highway,turning_circle,regular
288331195,highway,turning_circle,regular
288336356,highway,turning_circle,regular
288477311,highway,turning_circle,regular
288488214,highway,turning_circle,regular
288494272,highway,turning_circle,regular
288496568,highway,turning_circle,regular
288501739,highway,turning_circle,regular
288507882,highway,turning_circle,regular
288574293,highway,turning_circle,regular
288574293,source,Bing,regular
288584677,highway,turning_circle,regular
288584677,source,nearmap,regular
288753764,highway,turning_circle,regular
288754722,highway,turning_circle,regular
288757584,highway,turning_circle,regular
288759469,highway,turning_circle,regular
288761362,highway,turning_circle,regular
288765487,highway,turning_circle,regular
288771211,highway,turning_circle,regular
288772319,highway,turning_circle,regular
288772990,highway,turning_circle,regular
288786360,highway,turning_circle,regular
290269413,highway,turning_circle,regular
290272474,highway,turning_circle,regular
290284550,highway,turning_circle,regular
290285633,highway,turning_circle,regular
290310235,amenity,ferry_terminal,regular
290310235,name,Bundeena,regular
290377005,created_by,Potlatch 0.10b,regular
290377005,name,Kiddle Top,regular
290377005,natural,peak,regular
291031293,highway,turning_circle,regular
291033437,highway,turning_circle,regular
291035794,highway,turning_circle,regular
291151867,barrier,gate,regular
291439512,highway,turning_circle,regular
291442554,highway,turning_circle,regular
291446659,highway,turning_circle,regular
291685181,barrier,gate,regular
291686561,amenity,parking,regular
291686561,created_by,Potlatch 0.10b,regular
293327337,barrier,gate,regular
293460502,highway,turning_circle,regular
294247134,highway,turning_circle,regular
294266801,highway,turning_circle,regular
294268081,highway,crossing,regular
295151618,highway,turning_circle,regular
299253033,created_by,Potlatch 0.10b,regular
299253033,power,tower,regular
299626131,created_by,JOSM,regular
300545102,highway,turning_circle,regular
301530436,created_by,JOSM,regular
301551286,created_by,JOSM,regular
303928647,created_by,JOSM,regular
303931992,amenity,toilets,regular
303931992,created_by,JOSM,regular
303945415,created_by,JOSM,regular
303945440,created_by,JOSM,regular
307625669,created_by,JOSM,regular
311399297,highway,turning_circle,regular
311411262,highway,turning_circle,regular
311414023,highway,turning_circle,regular
311424173,highway,turning_circle,regular
311431011,highway,turning_circle,regular
311432481,highway,turning_circle,regular
311437961,highway,turning_circle,regular
311444844,highway,turning_circle,regular
311894696,highway,turning_circle,regular
311901889,highway,turning_circle,regular
311907070,highway,turning_circle,regular
313294803,highway,turning_circle,regular
313294971,highway,turning_circle,regular
313692883,tourism,viewpoint,regular
313800021,highway,turning_circle,regular
313800021,source,bing,regular
313802470,highway,turning_circle,regular
313802470,source,nearmap,regular
315689225,highway,turning_circle,regular
317503770,noexit,yes,regular
320382073,highway,turning_circle,regular
323314803,amenity,parking,regular
331132877,amenity,fast_food,regular
331132877,cuisine,burger,regular
331132877,name,McDonald's,regular
331132877,source,survey,regular
332018847,highway,traffic_signals,regular
332039260,highway,traffic_signals,regular
332147191,highway,traffic_signals,regular
332391922,created_by,JOSM,regular
332392472,created_by,JOSM,regular
332392642,created_by,JOSM,regular
334107313,leisure,garden,regular
334107313,name,Jim Lynch Memorial Garden,regular
339102582,highway,traffic_signals,regular
339193725,highway,turning_circle,regular
339267704,highway,crossing,regular
345013766,amenity,telephone,regular
345013766,source,local_knowledge,regular
345536378,amenity,fire_station,regular
345536378,name,Dee Why Fire Station,regular
345536378,phone,+61-2-9982-3229,regular
345536378,source,fire.nsw.gov.au,regular
345536535,created_by,JOSM,regular
345536685,created_by,JOSM,regular
346082608,amenity,place_of_worship,regular
346082608,religion,jewish,regular
346082608,source,local_knowledge,regular
355847178,highway,bus_stop,regular
355847178,name,Monte,regular
355847178,shelter,yes,regular
355847178,source,survey,regular
356186928,highway,bus_stop,regular
356186928,name,Marist,regular
356186928,shelter,yes,regular
356186928,source,survey,regular
358125452,highway,turning_circle,regular
358125452,source,nearmap,regular
358133316,highway,turning_circle,regular
358133316,source,nearmap,regular
358366324,highway,turning_circle,regular
358366324,source,nearmap,regular
358377875,highway,turning_circle,regular
358377875,source,nearmap,regular
358379213,highway,turning_circle,regular
358379213,source,nearmap,regular
359362341,amenity,toilets,regular
359767002,highway,turning_circle,regular
359773341,highway,turning_circle,regular
359773623,highway,turning_circle,regular
359774850,highway,turning_circle,regular
359776230,highway,turning_circle,regular
359776230,source,Yahoo,regular
359776315,highway,turning_circle,regular
359776315,source,nearmap,regular
359776934,highway,turning_circle,regular
359776934,source,nearmap,regular
360527213,highway,turning_circle,regular
360581892,amenity,bench,regular
360581892,source,survey,regular
361039768,highway,bus_stop,regular
361300348,highway,turning_circle,regular
361300348,source,nearmap,regular
361310893,highway,turning_circle,regular
361315022,highway,turning_circle,regular
363885555,highway,turning_circle,regular
365210371,amenity,toilets,regular
365753766,amenity,parking,regular
365753766,created_by,Potlatch 0.10f,regular
368405418,amenity,toilets,regular
368405418,source,survey,regular
368405418,wheelchair,yes,regular
373857191,highway,crossing,regular
373969619,amenity,toilets,regular
386582002,amenity,toilets,regular
386582002,fee,no,regular
386582002,source,survey,regular
387222131,bench,yes,regular
387222131,highway,bus_stop,regular
387222131,source,survey,regular
392527426,barrier,gate,regular
392527426,bicycle,yes,regular
392527426,foot,yes,regular
392527426,source,survey,regular
395260441,highway,turning_circle,regular
402305931,amenity,bench,regular
402305931,backrest,no,regular
402305931,source,survey,regular
410129282,highway,bus_stop,regular
413364003,highway,crossing,regular
415551742,highway,turning_circle,regular
416480038,traffic_calming,hump,regular
416797489,highway,turning_circle,regular
416797539,barrier,gate,regular
416797539,foot,yes,regular
416797564,highway,turning_circle,regular
419774717,amenity,drinking_water,regular
419774814,traffic_calming,hump,regular
420078058,highway,bus_stop,regular
420078058,source,survey,regular
425748509,housenumber,330,addr
425748509,street,Anzac Parade,addr
426679461,is_in,"Australia, NSW, New South Wales, Sydney",regular
426679461,name,Silverwater,regular
426679461,place,suburb,regular
428296133,highway,turning_circle,regular
428468942,name,The Cheesecake Shop,regular
428468942,shop,bakery,regular
428760332,amenity,emergency_phone,regular
428760332,emergency,phone,regular
428760332,odbl,clean,regular
428760332,source,survey,regular
429684298,highway,turning_circle,regular
432792374,crossing,traffic_signals,regular
432792374,highway,crossing,regular
434287455,amenity,emergency_phone,regular
434287455,emergency,phone,regular
434287455,odbl,clean,regular
434287455,source,survey,regular
434289376,amenity,emergency_phone,regular
434289376,emergency,phone,regular
434289376,odbl,clean,regular
434289376,source,survey,regular
436161686,amenity,post_box,regular
436161686,collection_times,18:00,regular
437244219,barrier,gate,regular
437244219,bicycle,yes,regular
437244219,foot,yes,regular
443539462,power,tower,regular
443539462,source,nearmap,regular
443617321,tourism,viewpoint,regular
444794920,amenity,parking,regular
445049136,amenity,bench,regular
445049136,source,survey,regular
446526588,amenity,post_box,regular
447749603,amenity,bench,regular
447749603,source,survey,regular
448114727,highway,traffic_signals,regular
448150056,amenity,waste_basket,regular
448150056,source,survey,regular
448151000,amenity,bench,regular
448151000,backrest,yes,regular
448598868,amenity,cinema,regular
448598868,name,Event Cinemas,regular
448610158,amenity,place_of_worship,regular
448631381,amenity,fast_food,regular
452922043,highway,bus_stop,regular
452922043,source,survey,regular
454124387,barrier,bollard,regular
454124387,bicycle,yes,regular
454124387,foot,yes,regular
454158673,amenity,waste_basket,regular
454158673,source,survey,regular
455936975,amenity,post_box,regular
455936975,operator,Australia Post,regular
455936975,source,survey,regular
459454008,highway,bus_stop,regular
459454008,wheelchair,yes,regular
459501315,source,survey,regular
459501315,tourism,picnic_site,regular
460417583,traffic_calming,table,regular
468913159,highway,crossing,regular
469720727,highway,crossing,regular
469726639,traffic_calming,bump,regular
471253671,amenity,post_box,regular
471286408,amenity,bench,regular
471286408,source,survey,regular
471346239,amenity,recycling,regular
471346239,name,Cash-a-Can Centre,regular
471346239,source,survey,regular
471359834,amenity,drinking_water,regular
471359834,source,survey,regular
471805652,amenity,bench,regular
471805652,shelter,yes,regular
471805652,source,survey,regular
471947456,amenity,bench,regular
471947456,source,survey,regular
471962657,barrier,bollard,regular
471962657,bicycle,yes,regular
471962657,foot,yes,regular
472262410,barrier,fence,regular
472270545,amenity,bench,regular
472270545,backrest,yes,regular
472270545,source,survey,regular
473469294,amenity,atm,regular
473469294,operator,St George,regular
473469294,source,survey,regular
473476566,amenity,bench,regular
473476566,backrest,yes,regular
473476566,source,survey,regular
474186441,power,tower,regular
474186441,source,nearmap,regular
474357101,amenity,emergency_phone,regular
474357101,emergency,phone,regular
474357101,odbl,clean,regular
474377773,amenity,emergency_phone,regular
474377773,emergency,phone,regular
474377773,odbl,clean,regular
474377773,source,GPS,regular
474389428,operator,Woolworths,regular
474389428,shop,supermarket,regular
476140623,highway,speed_camera,regular
476140623,source,survey,regular
476253310,amenity,toilets,regular
476253310,name,Mens,regular
476253344,amenity,telephone,regular
476253344,operator,Telstra,regular
476253344,coins,yes,payment
476253344,telephone_cards,yes,payment
476253344,source,survey,regular
476260510,highway,turning_circle,regular
476441230,amenity,parking,regular
478542489,highway,turning_circle,regular
479741071,highway,turning_circle,regular
482806248,name,Cremorne news agency,regular
487110814,highway,turning_circle,regular
493929383,barrier,bollard,regular
493929383,bicycle,yes,regular
493929383,foot,yes,regular
493929408,amenity,bbq,regular
493929408,shelter,yes,regular
493929408,source,survey,regular
493929434,barrier,bollard,regular
493929434,bicycle,yes,regular
493929434,foot,yes,regular
496967754,amenity,bench,regular
496967754,backrest,yes,regular
496967754,source,survey,regular
497587526,barrier,bollard,regular
497587526,bicycle,yes,regular
497587526,foot,yes,regular
497587557,amenity,bench,regular
497587557,backrest,yes,regular
497587557,source,survey,regular
497623847,highway,bus_stop,regular
498802539,traffic_calming,hump,regular
502862142,amenity,restaurant,regular
502862142,name,Woodfired Pizza,regular
506929953,highway,turning_circle,regular
512735788,amenity,bench,regular
512735788,highway,bus_stop,regular
512735788,shelter,yes,regular
512765488,amenity,drinking_water,regular
512876521,barrier,gate,regular
512876521,bicycle,yes,regular
512876521,foot,yes,regular
513962315,barrier,lift_gate,regular
513962315,source,survey,regular
514097734,highway,bus_stop,regular
514507924,amenity,fast_food,regular
514507924,cuisine,pizza,regular
514507924,name,Domino's Pizza,regular
514507924,opening_hours,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:59;Su 11:00-22:00,regular
515929927,name,Sydney City Toyota,regular
515929927,operator,toyota,regular
515929927,shop,car,regular
515977398,housenumber,54,addr
515977398,name,Baptist Church House,regular
518303134,bench,no,regular
518303134,highway,bus_stop,regular
518303134,ref,2049-24,regular
518303134,shelter,no,regular
518303134,waste_basket,no,regular
520716376,amenity,post_box,regular
520990650,amenity,parking,regular
520990650,name,Moorebank Sports Club,regular
526587294,source,survey,regular
526587294,traffic_calming,table,regular
537535099,amenity,fast_food,regular
538123031,amenity,bench,regular
538123031,source,survey,regular
538123057,amenity,bench,regular
538123057,source,survey,regular
540001781,barrier,block,regular
540001781,bicycle,yes,regular
540001781,foot,yes,regular
540648049,natural,tree,regular
540648049,source,survey,regular
549764848,amenity,parking,regular
549764848,disabled,no,capacity
549764848,parent,no,capacity
549764848,women,no,capacity
549764848,fee,no,regular
549764848,parking,surface,regular
567264821,crossing,traffic_signals,regular
567264821,highway,crossing,regular
570567357,highway,turning_circle,regular
570577955,amenity,pub,regular
570577955,name,Mona Vale Hotel,regular
571669130,waterway,waterfall,regular
574162749,power,tower,regular
574162749,source,nearmap,regular
574162801,power,tower,regular
574162801,source,nearmap,regular
574162860,power,tower,regular
574162860,source,nearmap,regular
574204671,power,tower,regular
574204671,source,nearmap,regular
574204738,power,tower,regular
574204738,source,nearmap,regular
574266788,power,tower,regular
574266788,source,nearmap,regular
574266813,power,tower,regular
574266813,source,nearmap,regular
574280027,power,tower,regular
574280027,source,nearmap,regular
574280052,power,tower,regular
574280052,source,nearmap,regular
574280077,power,tower,regular
574280077,source,nearmap,regular
574284154,power,tower,regular
574284154,source,nearmap,regular
574300305,power,tower,regular
574300305,source,nearmap,regular
574300344,power,tower,regular
574300344,source,nearmap,regular
574311316,power,tower,regular
574311316,source,nearmap,regular
574313524,power,tower,regular
574756318,leisure,playground,regular
574756318,source,nearmap,regular
574785101,highway,turning_circle,regular
574785101,source,nearmap,regular
574787276,highway,turning_circle,regular
574787276,source,nearmap,regular
575476188,highway,turning_circle,regular
575476188,source,nearmap,regular
575491191,highway,turning_circle,regular
575491191,source,nearmap,regular
575701148,highway,traffic_signals,regular
575794985,power,tower,regular
575794985,source,nearmap,regular
576983940,power,tower,regular
576983940,source,nearmap,regular
576989977,power,tower,regular
576989977,source,nearmap,regular
576990002,power,tower,regular
576990002,source,nearmap,regular
577004719,power,tower,regular
577004719,source,nearmap,regular
577023052,power,tower,regular
577023052,source,nearmap,regular
577023077,power,tower,regular
577023102,power,tower,regular
577023102,source,nearmap,regular
577070418,power,tower,regular
577070418,source,nearmap,regular
577070520,power,tower,regular
577070520,source,nearmap,regular
577089320,power,tower,regular
577089320,source,nearmap,regular
577292440,highway,traffic_signals,regular
577491532,highway,turning_circle,regular
577491532,source,nearmap,regular
577499293,power,tower,regular
577499293,source,yahoo,regular
577499318,power,tower,regular
577499318,source,nearmap,regular
577499495,highway,turning_circle,regular
577512206,power,tower,regular
577512206,source,nearmap,regular
577512231,power,tower,regular
577512231,source,nearmap,regular
577512256,power,tower,regular
577512256,source,nearmap,regular
577512283,power,tower,regular
577512283,source,nearmap,regular
577512334,power,tower,regular
577512334,source,nearmap,regular
577540104,power,tower,regular
577540104,source,nearmap,regular
577540129,power,tower,regular
577540129,source,nearmap,regular
577555363,power,tower,regular
577555363,source,nearmap,regular
579317682,power,tower,regular
579317682,source,nearmap,regular
579317721,power,tower,regular
579317721,source,nearmap,regular
579357546,power,tower,regular
579357546,source,nearmap,regular
580661848,source,knowledge,regular
580661848,traffic_calming,choker,regular
580957387,barrier,bollard,regular
580961275,highway,traffic_signals,regular
581679090,power,tower,regular
581679090,source,nearmap,regular
581687201,power,tower,regular
581687201,source,nearmap,regular
582474674,power,tower,regular
582474674,source,nearmap,regular
582474721,power,tower,regular
582474721,source,nearmap,regular
582478407,power,tower,regular
582478407,source,nearmap,regular
582484298,power,tower,regular
582484298,source,nearmap,regular
582487551,power,tower,regular
582487551,source,nearmap,regular
582786708,barrier,gate,regular
582786708,bicycle,no,regular
582786708,foot,no,regular
582786708,horse,yes,regular
582786708,motorcar,no,regular
582786708,motorcycle,no,regular
582825892,power,tower,regular
582825892,source,nearmap,regular
582830341,power,tower,regular
582830341,source,yahoo,regular
582834930,power,tower,regular
582834930,source,nearmap,regular
582841639,power,tower,regular
582841639,source,nearmap,regular
582841706,power,tower,regular
582841706,source,nearmap,regular
582841770,power,tower,regular
582841770,source,nearmap,regular
582846920,power,tower,regular
582846920,source,nearmap,regular
582846945,power,tower,regular
582846945,source,nearmap,regular
584021918,bench,yes,regular
584021918,highway,bus_stop,regular
584021918,name,Cambridge,regular
584021918,shelter,yes,regular
584021918,source,"local_knowledge, nearmap",regular
585129091,amenity,fuel,regular
585129091,source,bp.com; survey; nearmap,regular
588288112,barrier,bollard,regular
588288112,foot,yes,regular
588288112,source,knowledge,regular
588372473,access,private,regular
588372473,barrier,gate,regular
588372473,bicycle,yes,regular
588372473,motorcar,yes,regular
589255688,bench,yes,regular
589255688,highway,bus_stop,regular
589255688,source,survey,regular
592879678,highway,turning_circle,regular
592879678,source,nearmap,regular
597058425,amenity,waste_basket,regular
597058425,source,survey,regular
597058542,barrier,gate,regular
597058542,foot,yes,regular
597612675,source,survey,regular
597612675,tourism,picnic_site,regular
598364337,power,tower,regular
598364337,source,nearmap,regular
598364587,power,tower,regular
598364587,source,nearmap,regular
598383883,highway,turning_circle,regular
598383883,source,nearmap,regular
598562518,power,tower,regular
598562518,source,nearmap,regular
598562759,power,tower,regular
598562759,source,nearmap,regular
599526963,housenumber,58-62,addr
599526963,street,Delhi Road,addr
599526963,name,Quest North Ryde,regular
599526963,phone,02 8899 8888,regular
599526963,tourism,hotel,regular
599526963,website,http://www.questnorthryde.com.au/,regular
600212899,power,tower,regular
600212935,power,tower,regular
600325846,crossing,traffic_signals,regular
600325846,highway,crossing,regular
600361893,crossing,traffic_signals,regular
600361893,highway,traffic_signals,regular
600752894,highway,traffic_signals,regular
603454601,traffic_calming,bump,regular
603522405,highway,crossing,regular
603522405,traffic_calming,table,regular
612019707,golf,pin,regular
612019707,source,nearmap,regular
612127617,amenity,pub,regular
612127617,name,Gymea Hotel,regular
612127617,name,knowledge,source
612127617,website,http://gymeahotel.com.au,regular
612814416,tourism,picnic_site,regular
617453113,traffic_calming,bump,regular
618720173,crossing,traffic_signals,regular
618720173,highway,traffic_signals,regular
619007311,crossing,traffic_signals,regular
619007311,highway,traffic_signals,regular
619680619,power,pole,regular
619680644,power,pole,regular
623939748,highway,traffic_signals,regular
627242166,natural,tree,regular
627242166,source,nearmap,regular
627242191,natural,tree,regular
627242191,source,nearmap,regular
627242341,natural,tree,regular
627242341,source,nearmap,regular
627523348,power,tower,regular
627523348,source,nearmap,regular
629264755,power,tower,regular
630738269,railway,buffer_stop,regular
630744637,name,Burwood,regular
630744637,operator,CityRail,regular
630744637,public_transport,station,regular
630744637,railway,station,regular
631350651,railway,buffer_stop,regular
631350679,railway,buffer_stop,regular
639363563,highway,turning_circle,regular
639363563,source,nearmap,regular
639364383,highway,turning_circle,regular
639364383,source,nearmap,regular
648747778,power,tower,regular
648760965,power,tower,regular
657870771,power,tower,regular
663380263,highway,crossing,regular
663569481,leisure,playground,regular
666860504,amenity,fast_food,regular
666860504,name,KFC,regular
667281911,amenity,fast_food,regular
667281911,name,Domino's Pizza,regular
668463880,highway,bus_stop,regular
668733965,amenity,library,regular
668733965,name,Engadine Library,regular
679050497,amenity,post_box,regular
697299398,leisure,playground,regular
698001841,power,tower,regular
698541704,power,tower,regular
698541704,source,nearmap,regular
700561733,highway,crossing,regular
702329099,amenity,bench,regular
702329099,source,nearmap,regular
702348335,barrier,gate,regular
702369953,barrier,entrance,regular
702369953,foot,yes,regular
705822149,highway,crossing,regular
705822423,highway,crossing,regular
706930356,traffic_calming,bump,regular
707058392,natural,tree,regular
707058392,source,nearmap,regular
707058444,natural,tree,regular
707058444,source,nearmap,regular
707058470,natural,tree,regular
707058470,source,nearmap,regular
707058496,natural,tree,regular
707058496,source,nearmap,regular
707058659,natural,tree,regular
707058659,source,nearmap,regular
707058686,natural,tree,regular
707058686,source,nearmap,regular
707058739,natural,tree,regular
707058739,source,nearmap,regular
707058765,natural,tree,regular
707058765,source,nearmap,regular
707095846,natural,tree,regular
707095846,source,nearmap,regular
707095966,natural,tree,regular
707095966,source,nearmap,regular
713043081,crossing,island,regular
713043081,highway,crossing,regular
716506825,highway,bus_stop,regular
720034249,amenity,atm,regular
742398927,amenity,bench,regular
742398927,backrest,yes,regular
743327388,city,The Rocks,addr
743327388,housenumber,55,addr
743327388,postcode,2000,addr
743327388,street,Harrington Street,addr
743327388,shop,convenience,regular
745486306,amenity,car_wash,regular
745486306,operator,Budget,regular
752353779,highway,bus_stop,regular
754647848,amenity,cafe,regular
754647848,name,Formaggi Ocello,regular
754647848,website,www.ocello.com.au,regular
760312115,amenity,toilets,regular
762068739,highway,bus_stop,regular
762071015,amenity,school,regular
762751598,highway,bus_stop,regular
762762682,highway,bus_stop,regular
763052995,barrier,gate,regular
763052995,source,survey,regular
768580847,amenity,pharmacy,regular
768580847,name,Vincents Pharmacy,regular
772608713,sport,swimming,regular
773388810,highway,bus_stop,regular
773388810,operator,Veolia,regular
773388810,route_ref,452,regular
773388810,towards,Hurstville,regular
775434319,railway,buffer_stop,regular
777554467,amenity,fast_food,regular
777554467,name,Subway,regular
777554467,source,survey,regular
778064891,amenity,parking,regular
778074722,highway,traffic_signals,regular
779026360,highway,turning_circle,regular
783622328,operator,Energy Australia,regular
783622328,power,cable_distribution_cabinet,regular
783622328,ref,13472,regular
783622328,source,nearmap,regular
783622328,ref,survey,source
786720263,name,Whale Rock,regular
786720263,natural,rock,regular
796920501,amenity,toilets,regular
796920501,fee,no,regular
796920501,wheelchair,yes,regular
797792421,operator,Energy Australia,regular
797792421,power,cable_distribution_cabinet,regular
797792421,ref,13177,regular
797792421,source,nearmap,regular
797792421,ref,survey,source
807725121,amenity,fountain,regular
807725121,source,nearmap,regular
814803638,bench,no,regular
814803638,highway,bus_stop,regular
814803638,shelter,no,regular
814803638,source,GPS survey,regular
814803638,tactile_paving,no,regular
814804539,source,PGS,regular
816440070,amenity,fast_food,regular
816440070,building,yes,regular
816440070,cuisine,burger,regular
816440070,name,McDonald's,regular
816440070,source,nearmap,regular
819907412,amenity,place_of_worship,regular
819907412,denomination,Christian Reformed Church,regular
819907412,name,Sydney Reformed,regular
819907412,religion,christian,regular
829661521,amenity,pharmacy,regular
829673851,amenity,police,regular
829673851,name,Riverwood Police Station,regular
829673851,phone,+61-2-9717-5399,regular
829673851,source,police.nsw.gov.au,regular
829746676,amenity,police,regular
829746676,name,Green Valley Police Station,regular
829746676,phone,+61-2-9607-1799,regular
829746676,source,police.nsw.gov.au,regular
831130185,amenity,fire_station,regular
831130185,name,Baulkham Hills Fire Station,regular
831130185,phone,+61-2-9683-2005,regular
831130185,source,fire.nsw.gov.au,regular
832198518,amenity,fire_station,regular
832198518,name,Riverstone Fire Station,regular
832198518,phone,+61-2-9627-9003,regular
832198518,source,fire.nsw.gov.au,regular
834897743,highway,bus_stop,regular
834897743,local_ref,211221,regular
834897743,source,survey,regular
836112331,city,Sydney,addr
836112331,country,AU,addr
836112331,housenumber,60,addr
836112331,postcode,2000,addr
836112331,state,New South Wales,addr
836112331,street,Druitt Street,addr
836112331,amenity,fast_food,regular
836112331,cuisine,sandwich,regular
836112331,name,Subway,regular
836112331,operator,Subway,regular
836112331,phone,+61292649944,regular
836112331,website,www.subway.com.au,regular
